"Following directories not found or not writable, please change permissions to: ","Following directories not found or not writable, please change permissions to: "
zoom-in,zoom-in
zoom-out,zoom-out
"Layer Toggle Mode","Layer Toggle Mode"
"Toggle Active use Hover State","Toggle Active use Hover State"
"Animation Perspective (default 600)","Animation Perspective (default 600)"
"Z Offset (+/-  px)","Z Offset (+/-  px)"
"Sharp Left","Sharp Left"
"No Corner","No Corner"
Sharp,Sharp
"Sharp Reversed","Sharp Reversed"
"Sharp Right","Sharp Right"
"Font Hover Opacity","Font Hover Opacity"
Idle,Idle
COPY,COPY
"Copy From Idle","Copy From Idle"
"Copy From Hover","Copy From Hover"
"Copy From In Animation","Copy From In Animation"
"Copy From Out Animation","Copy From Out Animation"
"Hover CSS","Hover CSS"
"Advanced Settings","Advanced Settings"
"Animation Template","Animation Template"
"Template Options","Template Options"
"Animation Easing","Animation Easing"
"Animation Speed (in ms)","Animation Speed (in ms)"
"Split Animaton Text (will not respect Html Markups !)","Split Animaton Text (will not respect Html Markups !)"
"No Split","No Split"
"Char Based","Char Based"
"Word Based","Word Based"
"Line Based","Line Based"
"Animation Delay between Splitted Elements","Animation Delay between Splitted Elements"
Offset,Offset
Scale,Scale
Skew,Skew
Masking,Masking
Origin,Origin
"Mask is not available due Style Transitions. Please remove any Rotation, Scale or skew effect form Idle and Hover settings","Mask is not available due Style Transitions. Please remove any Rotation, Scale or skew effect form Idle and Hover settings"
Disabled,Disabled
Pendulum,Pendulum
Rotate,Rotate
Slideloop,Slideloop
Pulse,Pulse
Wave,Wave
"Loop Speed (sec) - 0.3 = 300ms","Loop Speed (sec) - 0.3 = 300ms"
"Loop Speed (ms)","Loop Speed (ms)"
"Loop Easing","Loop Easing"
"Loop Parameters","Loop Parameters"
"2D Rotation start deg.","2D Rotation start deg."
"2D Rotation end deg.","2D Rotation end deg."
"2D Rotation X Origin","2D Rotation X Origin"
"2D Rotation Y Origin","2D Rotation Y Origin"
Start,Start
"Start X Offset","Start X Offset"
"Start Y Offset","Start Y Offset"
End,End
"End X Offset","End X Offset"
"End Y Offset","End Y Offset"
"Zoom Start","Zoom Start"
"Zoom End","Zoom End"
"Start Angle","Start Angle"
Radius,Radius
"Radius of Rotation / Pendulum","Radius of Rotation / Pendulum"
"Attach to","Attach to"
"Layers 3D Group","Layers 3D Group"
"Background 3D Group","Background 3D Group"
"Animation Timing","Animation Timing"
"In and Out Animation Default","In and Out Animation Default"
"In Animation Default and Out Animation Wait for Trigger","In Animation Default and Out Animation Wait for Trigger"
"Wait for Trigger","Wait for Trigger"
"Trigger Memory","Trigger Memory"
"Reset Animation and Trigger States every loop","Reset Animation and Trigger States every loop"
"Keep last selected State","Keep last selected State"
ID,ID
Classes,Classes
Rel,Rel
Alt,Alt
"Internal Classes:","Internal Classes:"
"Layer Type:","Layer Type:"
"Visibility on Devices","Visibility on Devices"
"Hide 'Under' Width","Hide 'Under' Width"
"Only on Slider Hover","Only on Slider Hover"
"Auto Responsive","Auto Responsive"
"Child Elements Responsive","Child Elements Responsive"
Align,Align
"Grid Based","Grid Based"
"Slide Based","Slide Based"
"Responsive Offset","Responsive Offset"
"Lazy Loading","Lazy Loading"
"Default Setting","Default Setting"
"Force Lazy Loading","Force Lazy Loading"
"Ignore Lazy Loading","Ignore Lazy Loading"
"Source Type","Source Type"
"Static Layers will be shown on every slide in template sliders","Static Layers will be shown on every slide in template sliders"
"Start on Slide","Start on Slide"
"Last Slide","Last Slide"
"End on Slide","End on Slide"
"Add Layer","Add Layer"
Text/Html,Text/Html
Video,Video
Button,Button
Shape,Shape
Import,Import
"Slide contains no layers","Slide contains no layers"
"Untoggled Content","Untoggled Content"
"Image Layer Title ","Image Layer Title "
"(only for internal usage):","(only for internal usage):"
"Toggled Content","Toggled Content"
"Delete All Layers","Delete All Layers"
Desktop,Desktop
Notebook,Notebook
Tablet,Tablet
Mobile,Mobile
"Helper Grid:","Helper Grid:"
"Snap to:","Snap to:"
None,None
"Help Lines","Help Lines"
Layers,Layers
"Start Time","Start Time"
"Animation Start Time (ms)","Animation Start Time (ms)"
"End Time","End Time"
"Animation End Time (ms)","Animation End Time (ms)"
"Start speed","Start speed"
"Animation Start Duration (ms)","Animation Start Duration (ms)"
"End Speed","End Speed"
"Animation End Duration (ms)","Animation End Duration (ms)"
PLAY,PLAY
DragMe,DragMe
"Add Button Layer","Add Button Layer"
"Click on Element to add it","Click on Element to add it"
Buttons,Buttons
"Click Here","Click Here"
"Predefined Elements","Predefined Elements"
"Idle State","Idle State"
Color,Color
"Color 2","Color 2"
"Text / Icon","Text / Icon"
"Hover State","Hover State"
Text,Text
"Import Layer","Import Layer"
"-- Select a Slider --","-- Select a Slider --"
"-- No Slider Available --","-- No Slider Available --"
"-- Select a Slide --","-- Select a Slide --"
"-- Select a Layer Type --","-- Select a Layer Type --"
"Action Available","Action Available"
"Layer Added to Stage","Layer Added to Stage"
"Add Shape Layer","Add Shape Layer"
"Click your Shape below to add it","Click your Shape below to add it"
"Shape Settings","Shape Settings"
Width,Width
Full-Width,Full-Width
Height,Height
Full-Height,Full-Height
"Apply Styles to Selection","Apply Styles to Selection"
"Advanced Styles will alwys be applied to all Device Sizes.","Advanced Styles will alwys be applied to all Device Sizes."
Click,Click
"Mouse Enter","Mouse Enter"
"Mouse Leave","Mouse Leave"
"Simple Link","Simple Link"
"Jump to Slide","Jump to Slide"
"Next Slide","Next Slide"
"Previous Slide","Previous Slide"
"Pause Slider","Pause Slider"
"Play Slider","Play Slider"
"Toggle Slider","Toggle Slider"
CallBack,CallBack
"Scroll Below Slider","Scroll Below Slider"
"Start Layer ""in"" Animation","Start Layer ""in"" Animation"
"Start Layer ""out"" Animation","Start Layer ""out"" Animation"
"Toggle Layer Animation","Toggle Layer Animation"
"Start Video","Start Video"
"Stop Video","Stop Video"
"Toggle Video","Toggle Video"
"Mute Video","Mute Video"
"Unmute Video","Unmute Video"
"Toggle Mute Video","Toggle Mute Video"
"Simulate Click","Simulate Click"
"Toggle Layer Class","Toggle Layer Class"
"Toggle FullScreen","Toggle FullScreen"
"Go FullScreen","Go FullScreen"
"Exit FullScreen","Exit FullScreen"
"Link Url","Link Url"
"Link Target","Link Target"
"Link Type","Link Type"
"jQuery Link","jQuery Link"
"a Tag Link","a Tag Link"
"Jump To","Jump To"
"Scroll Offset","Scroll Offset"
Function,Function
Target,Target
Delay,Delay
ms,ms
"at Start","at Start"
"Play In Animation","Play In Animation"
"Keep Hidden","Keep Hidden"
Class,Class
"Save Settings","Save Settings"
updating...,updating...
"Edit Slides","Edit Slides"
"Delete Slider","Delete Slider"
"Content Source","Content Source"
"Default Slider","Default Slider"
"Product-Based Slider","Product-Based Slider"
"Specific Products","Specific Products"
"Flickr Stream","Flickr Stream"
"Instagram Stream","Instagram Stream"
"Woo Commerce Slider","Woo Commerce Slider"
"Twitter Stream","Twitter Stream"
"Facebook Stream","Facebook Stream"
"YouTube Stream","YouTube Stream"
"Vimeo Stream","Vimeo Stream"
"Coming Soon!","Coming Soon!"
"Slides (max 33)","Slides (max 33)"
"Display this number of photos","Display this number of photos"
"Access Token","Access Token"
"Put in your Instagram Access Token","Put in your Instagram Access Token"
"Get your Instagram Access Token <a target=""_blank"" href=""http://www.pinceladasdaweb.com.br/instagram/access-token/"">here</a>","Get your Instagram Access Token <a target=""_blank"" href=""http://www.pinceladasdaweb.com.br/instagram/access-token/"">here</a>"
"Display a user\'s public photos","Display a user\'s public photos"
"User Public Photos","User Public Photos"
"Display photos with one special hashtag","Display photos with one special hashtag"
Hashtag,Hashtag
"Instagram User ID","Instagram User ID"
"Put in the Instagram User ID","Put in the Instagram User ID"
"Find the Instagram User ID <a target=""_blank"" href=""http://www.otzberg.net/iguserid/"">here</a>","Find the Instagram User ID <a target=""_blank"" href=""http://www.otzberg.net/iguserid/"">here</a>"
"Instagram Hashtag","Instagram Hashtag"
"Put in one Instagram Hashtag","Put in one Instagram Hashtag"
"Finds the latest photos posted with one certain hashtag (#)","Finds the latest photos posted with one certain hashtag (#)"
"Slides (max 500)","Slides (max 500)"
"Flickr API Key","Flickr API Key"
"Put in your Flickr API Key","Put in your Flickr API Key"
"Read <a target=""_blank"" href=""http://weblizar.com/get-flickr-api-key/"">here</a> how to receive your Flickr API key","Read <a target=""_blank"" href=""http://weblizar.com/get-flickr-api-key/"">here</a> how to receive your Flickr API key"
"Display a certain photoset from a user","Display a certain photoset from a user"
"User Photoset","User Photoset"
"Display a gallery","Display a gallery"
"Display a group\'s photos","Display a group\'s photos"
"Groups\' Photos","Groups\' Photos"
"Flickr User Url","Flickr User Url"
"Put in the URL of the flickr User","Put in the URL of the flickr User"
"Select Photoset","Select Photoset"
"Select the photoset to pull the data from ","Select the photoset to pull the data from "
"Flickr Gallery Url","Flickr Gallery Url"
"Put in the URL of the flickr Gallery","Put in the URL of the flickr Gallery"
"Flickr Group Url","Flickr Group Url"
"Put in the URL of the flickr Group","Put in the URL of the flickr Group"
"Slides (max 25)","Slides (max 25)"
"Display this number of posts","Display this number of posts"
"Cache (sec)","Cache (sec)"
"Cache the stream for x seconds","Cache the stream for x seconds"
"Facebook Page","Facebook Page"
"Put in the URL/ID of the Facebook page","Put in the URL/ID of the Facebook page"
Album,Album
Timeline,Timeline
"Select Album","Select Album"
"Select the album to pull the data from ","Select the album to pull the data from "
"App ID","App ID"
"Put in the Facebook App ID","Put in the Facebook App ID"
"App Secret","App Secret"
"Put in the Facebook App secret","Put in the Facebook App secret"
"Please <a target=""_blank"" href=""https://developers.facebook.com/docs/apps/register"">register</a> your Website app with Facebook to get the values","Please <a target=""_blank"" href=""https://developers.facebook.com/docs/apps/register"">register</a> your Website app with Facebook to get the values"
"Display this number of tweets","Display this number of tweets"
"Twitter Name @","Twitter Name @"
"Put in the Twitter Account to stream from","Put in the Twitter Account to stream from"
"Text Tweets","Text Tweets"
Retweets,Retweets
Replies,Replies
"Consumer Key","Consumer Key"
"Put in your Twitter Consumer Key","Put in your Twitter Consumer Key"
"Consumer Secret","Consumer Secret"
"Put in your Twitter Consumer Secret","Put in your Twitter Consumer Secret"
"Put in your Twitter Access Token","Put in your Twitter Access Token"
"Access Secret","Access Secret"
"Put in your Twitter Access Secret","Put in your Twitter Access Secret"
"Please <a target=""_blank"" href=""https://dev.twitter.com/apps"">register</a> your application with Twitter to get the values","Please <a target=""_blank"" href=""https://dev.twitter.com/apps"">register</a> your application with Twitter to get the values"
"The “YouTube Stream” content source is used to display a full stream of videos from a channel/playlist.<br> If you want to display a single youtube video, please select the content source “Default Slider” and add a video layer in the slide editor.","The “YouTube Stream” content source is used to display a full stream of videos from a channel/playlist.<br> If you want to display a single youtube video, please select the content source “Default Slider” and add a video layer in the slide editor."
"Slides (max 50)","Slides (max 50)"
"Display this number of videos","Display this number of videos"
"Youtube API Key","Youtube API Key"
"Put in your YouTube API Key","Put in your YouTube API Key"
"Find information about the YouTube API key <a target=""_blank"" href=""https://developers.google.com/youtube/v3/getting-started#before-you-start"">here</a>","Find information about the YouTube API key <a target=""_blank"" href=""https://developers.google.com/youtube/v3/getting-started#before-you-start"">here</a>"
"Channel ID","Channel ID"
"Put in the ID of the YouTube channel","Put in the ID of the YouTube channel"
"Display the channel´s videos","Display the channel´s videos"
Channel,Channel
"Display a playlist","Display a playlist"
Playlist,Playlist
"Select Playlist","Select Playlist"
"See how to find the Youtube channel ID <a target=""_blank"" href=""https://support.google.com/youtube/answer/3250431?hl=en"">here</a>","See how to find the Youtube channel ID <a target=""_blank"" href=""https://support.google.com/youtube/answer/3250431?hl=en"">here</a>"
"The “Vimeo Stream” content source is used to display a full stream of videos from a user/album/group/channel.<br> If you want to display a single vimeo video, please select the content source “Default Slider” and add a video layer in the slide editor.","The “Vimeo Stream” content source is used to display a full stream of videos from a user/album/group/channel.<br> If you want to display a single vimeo video, please select the content source “Default Slider” and add a video layer in the slide editor."
"Slides (max 60)","Slides (max 60)"
"Display the user\'s videos","Display the user\'s videos"
User,User
"Display an album","Display an album"
"Display a group\'s videos","Display a group\'s videos"
Group,Group
"Display a channel\'s videos","Display a channel\'s videos"
"Either the shortcut URL or ID of the user","Either the shortcut URL or ID of the user"
"Either the shortcut URL or ID of the group","Either the shortcut URL or ID of the group"
"Album ID","Album ID"
"The ID of the album","The ID of the album"
"Either the shortcut URL of the channel","Either the shortcut URL of the channel"
"Post Types:","Post Types:"
"Product Categories:","Product Categories:"
"Specific Products List:","Specific Products List:"
"coma separated | ex: 23,24,25","coma separated | ex: 23,24,25"
"Add Popular Products","Add Popular Products"
"Add Recent Products","Add Recent Products"
"Fetch Products By:","Fetch Products By:"
Related,Related
Popular,Popular
Recent,Recent
"Next / Previous","Next / Previous"
"Sort Products By:","Sort Products By:"
"Post ID","Post ID"
Date,Date
Slug,Slug
Author,Author
"Last Modified","Last Modified"
"Number Of Comments","Number Of Comments"
Random,Random
Unsorted,Unsorted
"Custom Order","Custom Order"
"Sort Direction:","Sort Direction:"
Descending,Descending
Ascending,Ascending
"Max Products:","Max Products:"
"Limit The Excerpt To:","Limit The Excerpt To:"
"Regular Price:","Regular Price:"
"Sale Price:","Sale Price:"
"In Stock Only:","In Stock Only:"
"Featured Only:","Featured Only:"
"Product ID","Product ID"
Position,Position
Name,Name
Price,Price
"Max Products Per Slider:","Max Products Per Slider:"
"Limit The Description To:","Limit The Description To:"
"Slider Title & ShortCode","Slider Title & ShortCode"
"Enter your Slider Name here","Enter your Slider Name here"
"The title of the slider, example: Slider 1","The title of the slider, example: Slider 1"
"Enter your Slider Alias here","Enter your Slider Alias here"
"The alias for embedding your slider, example: slider1","The alias for embedding your slider, example: slider1"
"Place the shortcode where you want to show the slider","Place the shortcode where you want to show the slider"
"Select a Slider Type","Select a Slider Type"
"Standard Slider","Standard Slider"
"Hero Scene","Hero Scene"
"Carousel Slider","Carousel Slider"
"Load a Preset from this Slider Type","Load a Preset from this Slider Type"
"Slide Layout","Slide Layout"
Full-Screen,Full-Screen
"Desktop Large","Desktop Large"
Max,Max
"Layer Grid Size","Layer Grid Size"
"Specify a layer grid size above","Specify a layer grid size above"
"Slider is always Linear Responsive till next Defined Grid size has been hit.","Slider is always Linear Responsive till next Defined Grid size has been hit."
"Auto Sizes","Auto Sizes"
"Custom Grid Size","Custom Grid Size"
"<br>If not defined, the next bigger Layer Grid Size is the basic of Linear Responsive calculations.","<br>If not defined, the next bigger Layer Grid Size is the basic of Linear Responsive calculations."
"Show Advanced Size Options","Show Advanced Size Options"
"Minimal Height of Slider (Optional)","Minimal Height of Slider (Optional)"
"FullScreen Align Force","FullScreen Align Force"
"Layers align within the full slider instead of the layer grid.","Layers align within the full slider instead of the layer grid."
"Min. Height","Min. Height"
"The minimum height of the Slider in FullScreen mode.","The minimum height of the Slider in FullScreen mode."
"Disable Force FullWidth","Disable Force FullWidth"
"Disable the FullWidth Force function, and allow to float the Fullheight slider horizontal.","Disable the FullWidth Force function, and allow to float the Fullheight slider horizontal."
"Increase/Decrease Fullscreen Height (Optional)","Increase/Decrease Fullscreen Height (Optional)"
Containers,Containers
"Example: #header or .header, .footer, #somecontainer | Height of Slider will be decreased with the height of these Containers to fit perfect in the screen.","Example: #header or .header, .footer, #somecontainer | Height of Slider will be decreased with the height of these Containers to fit perfect in the screen."
"PX or %","PX or %"
"Decrease/Increase height of Slider. Can be used with px and %. Positive/Negative values allowed. Example: 40px or 10%","Decrease/Increase height of Slider. Can be used with px and %. Positive/Negative values allowed. Example: 40px or 10%"
"Overflow Hidden","Overflow Hidden"
"Adds overflow:hidden to the slider wrapping container which will hide / cut any overlapping elements. Mostly used in Carousel Sliders.","Adds overflow:hidden to the slider wrapping container which will hide / cut any overlapping elements. Mostly used in Carousel Sliders."
"Respect Aspect Ratio","Respect Aspect Ratio"
"It will keep aspect ratio and ignore max height of Layer Grid by upscaling. Layer Area will be vertical centered.","It will keep aspect ratio and ignore max height of Layer Grid by upscaling. Layer Area will be vertical centered."
"Min. Heigh (Optional)","Min. Heigh (Optional)"
"The minimum height of the Slider in FullWidth or Auto mode.","The minimum height of the Slider in FullWidth or Auto mode."
"Max. Width (Optional)","Max. Width (Optional)"
"The maximum width of the Slider in Auto mode.","The maximum width of the Slider in Auto mode."
"Force Full Width:","Force Full Width:"
"Customize, Build & Implement","Customize, Build & Implement"
"Go for further customization using the advanced settings on the right of this configuration page.","Go for further customization using the advanced settings on the right of this configuration page."
"Scroll to Options","Scroll to Options"
"Start Building Slides","Start Building Slides"
"Our drag and drop editor will make creating slide content an absolut breeze. This is where the magic happens!","Our drag and drop editor will make creating slide content an absolut breeze. This is where the magic happens!"
"Implement your Slider","Implement your Slider"
"There are several ways to add your slider to your wordpress post / page / etc.","There are several ways to add your slider to your wordpress post / page / etc."
"Embed Slider","Embed Slider"
"Preview Slider","Preview Slider"
"Custom CSS / Javascript","Custom CSS / Javascript"
"Custom CSS","Custom CSS"
"Custom JavaScript","Custom JavaScript"
Slideshow,Slideshow
Defaults,Defaults
"Progress Bar","Progress Bar"
"1st Slide","1st Slide"
Misc.,Misc.
"Show multi language controls across the slider. Only available when wpml plugin exists.","Show multi language controls across the slider. Only available when wpml plugin exists."
"Use Multi Language (WPML)","Use Multi Language (WPML)"
"Call next slide when inactive browser tab is focused again. Use this for avoid dissorted layers and broken timeouts after bluring the browser tab.","Call next slide when inactive browser tab is focused again. Use this for avoid dissorted layers and broken timeouts after bluring the browser tab."
"Next Slide on Focus","Next Slide on Focus"
"This will disable the blur/focus behavior of the browser.","This will disable the blur/focus behavior of the browser."
"Disable Blur/Focus behavior","Disable Blur/Focus behavior"
"Default Layer Selection on Frontend enabled or disabled","Default Layer Selection on Frontend enabled or disabled"
"Layers Selectable:","Layers Selectable:"
"The time one slide stays on the screen in Milliseconds. This is a Default Global value. Can be adjusted slide to slide also in the slide editor.","The time one slide stays on the screen in Milliseconds. This is a Default Global value. Can be adjusted slide to slide also in the slide editor."
"Default Slide Duration","Default Slide Duration"
"Sets a delay before the Slider gets initialized","Sets a delay before the Slider gets initialized"
"Initialization Delay","Initialization Delay"
"Default transition by creating a new slide.","Default transition by creating a new slide."
Transitions,Transitions
"Default transition duration by creating a new slide.","Default transition duration by creating a new slide."
"Animation Duration","Animation Duration"
"Default main image source size by creating a new slide.","Default main image source size by creating a new slide."
"Image Source Size","Image Source Size"
"Default background size by creating a new slide.","Default background size by creating a new slide."
"Background Fit","Background Fit"
"Default background position by creating a new slide.","Default background position by creating a new slide."
"Default background repeat by creating a new slide.","Default background repeat by creating a new slide."
"Background Repeat","Background Repeat"
"Default Ken/Burn setting by creating a new slide.","Default Ken/Burn setting by creating a new slide."
"Start Fit: (in %):","Start Fit: (in %):"
"End Position:","End Position:"
"End Fit: (in %):","End Fit: (in %):"
"Start Offset X:","Start Offset X:"
"Start Offset Y:","Start Offset Y:"
"End Offset X:","End Offset X:"
"End Offset Y:","End Offset Y:"
"Start Rotate:","Start Rotate:"
"End Rotate:","End Rotate:"
"Overwrite Selected Settings on all Slides","Overwrite Selected Settings on all Slides"
"Activate Alternative 1st Slide.","Activate Alternative 1st Slide."
"Activate Alt. 1st Slide","Activate Alt. 1st Slide"
"Start from a different slide instead of the first slide. I.e. good for preview / edit mode.","Start from a different slide instead of the first slide. I.e. good for preview / edit mode."
"Alternative 1st Slide","Alternative 1st Slide"
"If active, it will overwrite the first slide transition. Use it to get special transition for the first slide.","If active, it will overwrite the first slide transition. Use it to get special transition for the first slide."
"First Transition Active","First Transition Active"
"First slide transition type","First slide transition type"
"Transition Type","Transition Type"
"First slide transition duration.","First slide transition duration."
"Transition Duration","Transition Duration"
"The number of slots or boxes the slide is divided into.","The number of slots or boxes the slide is divided into."
"Transition Slot Amount","Transition Slot Amount"
"Stops the Timer when mouse is hovering the slider.","Stops the Timer when mouse is hovering the slider."
"Stop Slide On Hover","Stop Slide On Hover"
"Stops the slideshow after the predefined loop amount at the predefined slide.","Stops the slideshow after the predefined loop amount at the predefined slide."
"Stop Slider After ...","Stop Slider After ..."
"Stops the slider after certain amount of loops. 0 related to the first loop.","Stops the slider after certain amount of loops. 0 related to the first loop."
"Amount of Loops","Amount of Loops"
"Stops the slider at the given slide","Stops the slider at the given slide"
"At Slide","At Slide"
"Randomize the order of the slides at every Page reload.","Randomize the order of the slides at every Page reload."
"Shuffle / Random Mode","Shuffle / Random Mode"
"If only one Slide is in the Slider, you can choose wether the Slide should loop or if it should stop. If only one Slide exist, slide will be duplicated !","If only one Slide is in the Slider, you can choose wether the Slide should loop or if it should stop. If only one Slide exist, slide will be duplicated !"
"Loop Single Slide","Loop Single Slide"
"Allow to stop the Slider out of viewport.","Allow to stop the Slider out of viewport."
"Stop Slider Out of ViewPort","Stop Slider Out of ViewPort"
"Out Of ViewPort:","Out Of ViewPort:"
Wait,Wait
Pause,Pause
"Min. Size of Slider must be in Viewport before slide starts again.","Min. Size of Slider must be in Viewport before slide starts again."
"Area out of ViewPort:","Area out of ViewPort:"
%,%
"Enable / disable progress var","Enable / disable progress var"
"Progress Bar Active","Progress Bar Active"
"Position of the progress bar.","Position of the progress bar."
"Progress Bar Position","Progress Bar Position"
"The height of the progress bar","The height of the progress bar"
"Progress Bar Heigth","Progress Bar Heigth"
px,px
"The opacity of the progress bar <br>(0 == Transparent, 100 = Solid color, 50 = 50% opacity etc...)","The opacity of the progress bar <br>(0 == Transparent, 100 = Solid color, 50 = 50% opacity etc...)"
"Progress Bar Opacity","Progress Bar Opacity"
"Color of the progress bar.","Color of the progress bar."
"Progress Bar Color","Progress Bar Color"
"Layout & Visual","Layout & Visual"
Appearance,Appearance
Spinner,Spinner
"If this is enabled, the slider will not be loaded on mobile devices.","If this is enabled, the slider will not be loaded on mobile devices."
"Disable Slider on Mobile","Disable Slider on Mobile"
"This will disable KenBurns on mobile devices to save performance","This will disable KenBurns on mobile devices to save performance"
"Disable KenBurn On Mobile","Disable KenBurn On Mobile"
"Hide Element Under Width:","Hide Element Under Width:"
"Hide the slider under the defined slider width. Value 0 will disable the function.","Hide the slider under the defined slider width. Value 0 will disable the function."
Slider,Slider
"Hide the selected layers (set layers hide under in slide editor) under the defined slider width. Value 0 will disable the function.","Hide the selected layers (set layers hide under in slide editor) under the defined slider width. Value 0 will disable the function."
"Predefined Layers","Predefined Layers"
"Hide all layers under the defined slider width. Value 0 will disable the function.","Hide all layers under the defined slider width. Value 0 will disable the function."
"All Layers","All Layers"
"The Shadow display underneath the banner.","The Shadow display underneath the banner."
"Shadow Type","Shadow Type"
"No Shadow","No Shadow"
"Show a dotted overlay over the slides.","Show a dotted overlay over the slides."
"Dotted Overlay Size","Dotted Overlay Size"
"Slider Background","Slider Background"
"General background color for slider. Clear value to get transparent slider container.","General background color for slider. Clear value to get transparent slider container."
"Background color","Background color"
"Padding around the slider. Together with background color shows as slider border.","Padding around the slider. Together with background color shows as slider border."
"Padding as Border","Padding as Border"
"Use a general background image instead of general background color.","Use a general background image instead of general background color."
"Show Background Image","Show Background Image"
"The source of the general background image.","The source of the general background image."
"Background Image Url","Background Image Url"
Set,Set
"General background image size. Cover - always fill the container, cuts overlays. Contain- always fits image into slider.","General background image size. Cover - always fill the container, cuts overlays. Contain- always fits image into slider."
cover,cover
contain,contain
normal,normal
"General background image repeat attitude. Used for tiled images.","General background image repeat attitude. Used for tiled images."
no-repeat,no-repeat
repeat,repeat
repeat-x,repeat-x
repeat-y,repeat-y
"General background image position.  i.e. center center to always center vertical and horizontal the image in the slider background.","General background image position.  i.e. center center to always center vertical and horizontal the image in the slider background."
"center top","center top"
"center right","center right"
"center bottom","center bottom"
"center center","center center"
"left top","left top"
"left center","left center"
"left bottom","left bottom"
"right top","right top"
"right center","right center"
"right bottom","right bottom"
"The position of the slider within the parrent container. (float:left or float:right or with margin:0px auto;). We recomment do use always CENTER, since the slider will auto fill and grow with the wrapping container. Set any border,padding, floating etc. to the wrapping container where the slider embeded instead of using left/right here !","The position of the slider within the parrent container. (float:left or float:right or with margin:0px auto;). We recomment do use always CENTER, since the slider will auto fill and grow with the wrapping container. Set any border,padding, floating etc. to the wrapping container where the slider embeded instead of using left/right here !"
"Position on the page","Position on the page"
"The top margin of the slider wrapper div","The top margin of the slider wrapper div"
"Margin Top","Margin Top"
"The bottom margin of the slider wrapper div","The bottom margin of the slider wrapper div"
"Margin Bottom","Margin Bottom"
"The left margin of the slider wrapper div","The left margin of the slider wrapper div"
"Margin Left","Margin Left"
"The right margin of the slider wrapper div","The right margin of the slider wrapper div"
"Margin Right","Margin Right"
"Select a Spinner for your Slider","Select a Spinner for your Slider"
"Choose Spinner","Choose Spinner"
0,0
3,3
4,4
5,5
